Date,Location,Temperature (°C),Humidity (%),Rainfall (mm),Soil pH,Soil Moisture (%),Nitrate Level (mg/kg),Phosphorus Level (mg/kg),Potassium Level (mg/kg),Crop Type,Crop Yield (kg/ha),Fertilizer Used (kg/ha),Pesticides Used (kg/ha),Water Usage (L/ha)
02:25.0,Farm B,34.56,67.01,36.82,7.69,30.05,36.18,11.89,9.63,Corn,4851.18,91.42,2.76,
,Farm A,29.5,82.38,8.79,5.71,29.02,40.46,38.24,3.49,Corn,1900.66,129.56,7.27,1580.65
02:25.0,Farm C,31.46,31.42,11.91,6.5,23.01,,11.25,5.13,Corn,1639.58,,7.99,
02:25.0,Farm C,30.4,37.13,48.5,6.96,17.37,14.54,7.21,37.58,,,3.69,5.64,
02:25.0,Farm C,21.13,68.01,9.71,5.45,31.59,48.18,22.84,13.57,Rice,3718.14,66.01,4.1,1334.13
02:25.0,Farm D,,56.12,27.15,6.16,24.37,1.82,13.58,48.5,Corn,4414.03,10.68,6.65,1612.41
02:25.0,Farm A,34.9,56.87,32.08,7.47,17.21,2.05,34.3,18.72,Soybeans,1230.22,109.24,7.36,
02:25.0,Farm B,30.5,75.87,35.4,6.82,35.82,28.12,15.44,,,2709.22,132.99,8.7,1050.08
,Farm D,15.73,69.38,48.32,7.31,25.55,10,39.36,6.79,Rice,1281.77,198.21,5.3,1344.6
02:25.0,Farm C,32.18,63.41,34.19,7.47,23.45,6.07,6.3,25.66,Wheat,4183.92,,8.03,211.6
02:25.0,Farm B,26.22,,,5.45,37.76,,39.6,17.18,Wheat,3074.77,,3.9,790.92
02:25.0,Farm C,16.3,39.64,25.15,6.96,18.34,44.05,12.36,38.18,Soybeans,,29.18,,849.94
02:25.0,Farm A,31.83,,28.18,6.17,20.17,6.85,35.3,22.81,Soybeans,,122.82,4.5,1243.6
02:25.0,,33.84,32.06,32.25,6.98,,29.11,20.43,42.58,Corn,2153.57,,2.93,411.5
02:25.0,,23.8,50.05,12.86,7.58,,,34.07,22.13,Corn,3422.6,2.81,,886.46
02:25.0,Farm D,33.9,60.53,30.92,7.96,18.78,0.11,29.26,6.93,Corn,4630.2,154.72,0.87,1372.35
02:25.0,Farm D,19.71,35.29,,,26.32,10.72,8.04,1.05,Wheat,1559.89,106.75,4.45,1296.66
02:25.0,Farm B,,36.87,46.47,6.38,,5.49,0.47,8.64,Rice,2801.02,131.99,0.51,
02:25.0,Farm D,30.12,32.52,4.13,6.76,37.06,4.92,26.95,23.66,Rice,2231.76,115.59,8.8,955.91
02:25.0,Farm D,24.82,33.78,22.04,7.5,,,3.78,38.7,Wheat,2409.61,173.39,4.83,363.9
02:25.0,Farm B,23.91,81.77,6.13,6.34,32.84,46.47,2.14,,Rice,3464.43,169.79,5.04,488.7
02:25.0,,25.05,81.71,,,27.97,44.77,14.08,24.29,Corn,2312.48,124.33,8.86,734.42
02:25.0,Farm B,30.9,46.61,4.32,5.19,18.02,45.97,,22.06,Wheat,3629.9,192.96,8.33,
02:25.0,Farm D,15.25,71.94,22.25,,32.96,44.2,19.54,,Corn,,31.96,0.81,437.35
02:25.0,Farm B,17.04,68.1,9.96,,19.06,19.1,2.84,35.99,Corn,2867.4,57.81,8.97,749.87
02:25.0,Farm D,30.23,31.67,,6.56,27.19,42.93,27.16,1.13,,3475.33,54.57,1.97,535.12
02:25.0,Farm A,,44.83,,6.59,33.65,12.21,0.29,42.52,Soybeans,1905.18,149.97,4.07,873.25
02:25.0,Farm D,30.76,38.55,7.57,7.68,,42.27,17.04,26.63,Corn,2674.87,1.96,9.35,486.76
02:25.0,Farm C,,83,44.05,5.41,22.74,4.17,27.43,16.24,Soybeans,3336.51,64.33,5.85,1671.38
,Farm C,22.36,38.74,43.98,5.69,25.9,13.34,32.55,48.67,Corn,3000.25,,8.58,1034.87
02:25.0,Farm A,28.22,43.76,12.71,7.19,29.36,4.65,0.27,15.91,Wheat,4984.85,97.13,3.22,1482.65
02:25.0,Farm C,33.83,51.34,14.98,5.05,30.49,7.09,26.39,7.14,Corn,3580.38,86.59,,1593.17
02:25.0,Farm D,25.01,75.43,44.42,7.18,,33.98,24.13,39.86,Soybeans,3960.95,115.68,6.15,1499.27
02:25.0,,,62.19,,,33.23,34.2,,24.18,Rice,,156.66,1.24,155.36
02:25.0,Farm B,29.15,84.52,11.74,,,36.82,34.96,45.81,Rice,2233.27,63.48,2.63,835.25
02:25.0,Farm B,31.29,32.26,11.92,5.37,19.04,35.49,14.1,22.35,Wheat,3254.82,5.82,8.97,1382.09
02:25.0,Farm B,16.85,34.22,23.08,5.5,13.72,,15.13,15.53,,2060.62,193.9,0.52,925.79
02:25.0,Farm A,25.24,71.9,35.87,,15.5,8.01,,19.31,,1860.43,11.24,4.43,121.66
,Farm A,34.1,54.25,41.27,5.5,28.2,19.77,20.53,46.29,Corn,2945.15,176.81,6.48,857.64
02:25.0,,25.52,37.88,28.08,5.08,21.27,4.54,0.2,26.17,Soybeans,4588.58,123.29,7.3,1767.88
02:25.0,,19.31,47.78,,7.23,16.4,48.36,26.32,20.44,,2201.83,158.72,4.07,
02:25.0,Farm D,16.21,36.32,,7.44,12.44,25.14,20.1,10.34,Corn,4103.44,107.26,2.27,1262.97
02:25.0,Farm A,33.07,41.08,1.24,,16.2,40.55,,3.46,,2974.47,96.82,5.08,689.29
02:25.0,Farm C,29.6,69.85,25.9,7.59,31.58,13.88,19.84,42.66,,4051.41,82.66,7.98,1110.68
02:25.0,Farm C,15.49,88.65,24.59,5.04,20.09,15.6,16.66,11.76,Corn,4167.15,96.02,1.43,1358.42
02:25.0,Farm C,18.47,35.36,35.35,5.03,26.21,8.57,,46.07,Rice,1250.73,130.9,8.86,1499.09
02:25.0,Farm C,26.62,73.07,16.99,5.8,30.94,3.2,17.96,0.21,,1345.58,155.65,1.39,1179.24
02:25.0,Farm D,28.85,,17.85,5.55,25.35,41.66,21.55,37.49,Soybeans,1054.76,43.8,0.46,
02:25.0,Farm D,17.29,,12.06,7.49,25.59,27.57,20.49,14.64,Rice,3445.14,41.35,9.73,517.59
02:25.0,Farm A,34.26,57.45,2.61,6.62,33.39,,,,Wheat,2532.34,38.94,1.02,107.71
,Farm B,28.67,32.06,44.61,7.02,16.88,,16.04,27.82,Corn,4917.6,152.65,5.21,1766.26
02:25.0,,,50.75,36.06,5.58,21.05,48.47,13.68,33.04,Corn,4363.39,68.4,4.56,
02:25.0,Farm C,31.71,38.3,40.41,5.83,37.1,19.48,28.56,,Corn,2530.95,,8.08,
02:25.0,Farm D,27.37,77.86,22.92,6.22,23.61,44,15.88,46.24,Wheat,1501.96,61.49,6.25,1967.66
02:25.0,Farm A,19.85,50.79,,7.09,22.94,35.04,7.62,,,4188.34,50.17,9.33,1142.28
02:25.0,Farm B,23.43,84.2,47.91,6.36,19.91,36.46,35.97,2.31,Rice,2543.22,51.38,,
02:25.0,Farm B,,61.28,22.25,7.02,16.19,,29.57,,Soybeans,2361.38,26.55,7.71,685.09
,Farm D,17.48,84.16,21,7.01,10.54,38.16,25.95,41.13,Rice,4139.69,81.96,2.03,1494.85
02:25.0,Farm B,16.78,38.46,8.57,7.57,14.87,38.3,28.75,28.32,Rice,2355.48,177.33,2.25,994.47
02:25.0,Farm A,33.04,56.47,20.93,5.36,28.48,42.57,38.18,44.22,Wheat,3428.8,,3.48,1195.09
02:25.0,Farm C,17.12,69.26,31.32,5.74,21.09,,3.15,16.48,Rice,2568.39,173.18,1.44,980.25
02:25.0,Farm C,26.51,89.82,42.95,,28.08,49.02,18.69,33.51,Wheat,3528.52,20.74,3.82,469.74
02:25.0,Farm A,24.09,43.74,43.43,6.39,29.38,36.29,30.57,13.09,Corn,1621.25,163.83,2.07,501.21
02:25.0,Farm D,22.38,88.97,45.83,7.6,26.86,9.52,38.27,12.02,Corn,3143.66,178.02,6.08,
02:25.0,Farm D,31.14,72.36,35.91,5.3,38.17,23.77,5.59,34.67,Wheat,1701.66,71.05,0.19,703.3
02:25.0,Farm D,28.84,71.37,19.94,5.89,23.23,,14.58,20.21,Corn,2204.21,150.37,1.64,1023.87
02:25.0,Farm B,,39.61,45.74,5.63,32.05,31.84,36.98,44.63,Rice,1613.3,118.12,8,863.33
02:25.0,Farm B,26.85,46,28.11,,13.6,8.03,7.27,16.47,Rice,1683.5,106.8,3.32,
02:25.0,Farm D,24.96,,,5.48,31.15,37.05,12.3,11.88,Wheat,2942.89,192.33,3.75,349.96
02:25.0,Farm A,28.06,75.54,25.42,7.67,12.27,1.21,17.49,48.25,Soybeans,1213.03,61.02,3.12,734.22
02:25.0,Farm D,34.08,51.67,32.63,5.25,20.51,10.65,33.32,1.29,Soybeans,2810.04,100.66,3.28,167.89
02:25.0,Farm A,22.12,32.05,49.69,6.99,23.9,18.33,38.65,17.38,,2460.33,,1.76,1721.44
02:25.0,Farm A,28.94,69.1,45.07,6.74,,34.58,28.88,17.38,Wheat,1941.3,100.82,,1278.77
02:25.0,,19.57,51.3,29.04,5.52,,22.19,14.93,3.94,Soybeans,2462.09,198.76,2.32,782.3
,Farm B,23.52,39.9,14.04,7.81,28.96,42.74,24.2,30.84,Rice,4851.11,113.72,8.42,1865.52
02:25.0,Farm C,25.14,81.79,32.65,5.1,14.65,20.11,3.86,,Rice,2571.42,,9.03,1944.19
02:25.0,Farm A,19.99,66.84,12.67,,30.64,17.11,38.02,44.56,Wheat,2780.7,192.65,6.07,741.28
02:25.0,Farm D,34.56,79.44,45.57,5.3,10.88,24.42,9.57,37.31,Wheat,4550.69,164.92,8,690.76
02:25.0,Farm A,30.06,51.13,35.07,7.6,31.73,19,10.97,,Soybeans,4127.8,156.14,2.81,443.76
02:25.0,Farm C,26.58,36.39,35.49,6.94,14.49,16.42,22.87,6.43,Soybeans,1319.14,71.84,8.38,811.44
02:25.0,Farm A,,,4.89,6.3,23.33,20.23,31.14,17.26,Rice,3848.66,112.87,1.07,1199.2
02:25.0,Farm C,,71.91,,5.84,34.06,48.01,21.23,12.87,Soybeans,3630.04,182.67,1.48,723.15
02:25.0,,33.25,67.8,2.74,5.57,37.53,33.24,12.15,26.04,Rice,,80.04,6.73,160.12
02:25.0,,16.6,33,9.94,7.98,23.34,48.35,37.61,18.19,,3316.26,58.75,8.86,1063.91
02:25.0,Farm C,15.3,61.67,9.04,6.3,14.57,39.7,15.98,33.67,Rice,4065.39,92.42,8.4,942.07
,Farm D,27.9,43.95,42.68,6.52,,23.81,12.26,2.03,Rice,2296.23,96.06,1.04,
02:25.0,Farm A,,80.08,,,30.55,21.61,1.12,21.96,Rice,3084.29,95.76,,1554.08
02:25.0,Farm A,17.01,82.75,3.88,6.94,27.86,21.46,29.42,1.37,,4415.13,132.94,1.91,826.83
02:25.0,Farm B,29.27,57.6,18.79,6.4,34.59,42.69,19.49,26.03,Wheat,3098.79,16.95,5.77,1261.7
02:25.0,Farm B,28.21,38.3,2.42,5.03,32.69,33.99,,0.08,Rice,3351.69,49.07,2.26,935.89
02:25.0,Farm C,28.23,48.39,7,6.86,13.67,48.29,13.63,14.12,Rice,1175.38,192.83,6.79,344.17
02:25.0,Farm A,28.11,,9.75,7.97,39.15,10.15,16.3,13.76,,2153.93,29.82,8.96,
02:25.0,Farm B,23.3,51.78,18.14,5.05,17.85,12.24,13.38,31.88,Wheat,2663.39,26.71,5.26,463.8
02:25.0,Farm C,21.56,47.87,13.31,7.49,12.85,2.35,14.22,,Corn,2417.34,129.6,7.34,584.53
02:25.0,Farm A,24.26,79.45,5.5,7.84,,43.74,8.69,4.69,Wheat,,176.76,0.67,756.48
02:25.0,Farm B,31.98,42.77,32.7,5.4,29.65,2.19,0.65,4.3,Corn,,77.04,0.31,
02:25.0,Farm C,28.2,89.91,44.11,5.19,23.98,21.28,8.2,34.27,Corn,4563.69,100.86,0.07,1679.32
02:25.0,Farm A,28.17,66.44,,6.56,13.56,45.58,5.26,28.05,Soybeans,4253.96,,4.99,1416.91
,Farm D,25.94,78.33,13.32,,39.69,32.72,12.41,35.32,Soybeans,1972.7,52.1,8.49,785.63
02:25.0,Farm C,16.83,76.8,39.1,7.53,32.87,5.76,5.78,21.32,Corn,3927.54,106.94,3.43,352.71
02:25.0,Farm C,29.05,81,,5.15,37.72,38.02,32.68,20.9,,2201,91.81,7.42,1809.34
02:25.0,Farm C,27.91,44.38,11.13,5.64,36.85,45.29,16.96,14,Corn,4546.55,126.4,6.45,
02:25.0,,32.42,59.18,0.36,6.94,12.92,23.31,38.17,13.49,Soybeans,2970.81,152.81,7.45,1843.04
02:25.0,Farm B,24.15,62.94,34.34,7.12,18.14,45.62,30.71,43.65,Wheat,2629.09,,4.02,535.95
02:25.0,Farm C,32.11,59.12,6.03,7.97,34.71,30.1,10.11,,Rice,3708.28,63.63,3.21,1636.9
02:25.0,Farm B,,39.23,49.41,7.42,11.75,17.11,23.58,34.29,Corn,4149.69,105.58,1.97,198.24
02:25.0,Farm C,26.68,87.05,,5.11,21.5,43.74,,27.85,Corn,2450.54,40.49,6.25,1796.98
02:25.0,Farm A,22.16,65.99,47.47,6.35,38.94,46.42,24.02,42.72,Rice,3895.46,52.56,7.17,1959.57
02:25.0,Farm A,28.25,,17.43,6.97,34.3,,5.96,19.18,Wheat,4967.48,,6.99,1675.03
02:25.0,Farm D,31,32.42,1.66,5.77,20.64,26.73,37.16,6.47,Rice,3885.62,168.09,3.52,438.22
02:25.0,Farm A,15.3,69.67,4.99,7.98,23.11,41.04,15.06,26.98,Corn,2007.72,,1.29,1067.35
02:25.0,Farm A,28.03,38.26,14.76,5.63,17.66,33.7,19.22,39.44,Wheat,1836.41,110.06,6.55,1379.09
02:25.0,Farm A,32.34,31.35,3.66,6.52,,26.93,6.32,5.37,Wheat,,162.62,4.04,575.83
02:25.0,Farm C,33.16,87.89,,6.74,18.6,11.65,13.83,4.65,Corn,4763.21,113.18,3.73,1501.49
02:25.0,Farm D,33.76,43.02,7.91,6.8,27.02,24.41,4.43,10.8,Corn,2944.64,111.13,2.4,1732.89
02:25.0,Farm C,23.81,76.24,19.93,5.44,13.06,33.4,18.09,19.4,,2012.65,88.82,7.39,1331.07
02:25.0,Farm C,27.51,51.06,12.17,7.12,19.85,11.09,16.88,25.85,Wheat,2872.06,40.21,4.23,231.05
02:25.0,Farm A,24.21,64.26,29.91,5.92,10.76,22.75,23.32,48.37,Rice,3247.64,1.39,7.14,440.26
02:25.0,Farm B,30.93,45.66,36.44,7.56,34.74,,13.61,5.79,Wheat,,129.21,2.89,1937.12
02:25.0,Farm B,19.42,,9.07,6.23,30.43,,38.29,43.18,Soybeans,1526.26,151.42,9.94,1081.05
02:25.0,Farm A,29.19,64.34,,6.63,18.6,30.18,37.76,1.18,Rice,3408.59,118.02,7.45,489.87
02:25.0,Farm A,26.87,59.34,35.73,6.87,35.96,47.64,4.52,32.93,Corn,1522.33,112.31,6.79,917.01
02:25.0,Farm A,,54.85,25,7.38,24.5,35.83,1.63,25.28,Soybeans,1587.23,,,1728.53
02:25.0,Farm D,22.93,57.24,15.52,7.31,26.52,49.71,16.26,35.9,Wheat,3250.38,58.86,3.99,349.22
02:25.0,Farm D,23.98,,35.59,,10.73,26.23,6.27,5.02,Soybeans,3635.39,61.98,2.79,1986.14
,Farm A,21.59,74.21,18.51,5.33,26.71,38.38,18.72,27,Soybeans,,150.2,3.65,1043.42
02:25.0,Farm D,17.33,70.6,26,6.87,38.78,43.54,21.78,46.48,Wheat,1643.59,123.07,5.51,918.02
02:25.0,Farm B,15.09,85.37,4.3,,28.85,20.03,5.94,16.21,Rice,2098.46,185.04,9.2,483.41
,Farm A,33.86,56.56,6.29,6.08,30.8,42.48,10.33,29.13,Wheat,3461.56,174.88,4.83,1730.05
02:25.0,Farm A,22.41,55.05,9.28,,31.48,49.93,18.94,47.73,,2985.94,139.69,9.14,1807.09
,Farm A,30.95,46.76,36.52,6.41,27.61,4.43,19.97,4.79,Rice,,134.89,9.91,747
02:25.0,Farm C,32.51,56.02,,7.95,26.51,,36.74,36.3,Soybeans,,171.15,2.41,365.94
,Farm D,24.07,74.25,21.67,7.26,20.37,12.27,9.78,7.56,,1895.11,172.83,0.39,245.06
02:25.0,Farm D,27.14,78.08,35.82,7.5,23.54,22.15,14.55,,Wheat,4541.19,92.52,8.55,1041.22
02:25.0,Farm B,17.26,61.36,41.15,6.95,23.05,,3.9,27.26,Rice,1298.31,163.9,6.18,1033.03
02:25.0,,19.29,89.99,0.88,,26.85,2.24,38.63,15.59,,1183.26,42.57,7.37,1887.91
02:25.0,Farm A,15.61,69.3,18.58,5.15,36.78,24.68,33,49.67,Rice,1506.19,122.47,7.01,1071.3
02:25.0,Farm C,16.62,,,7.64,34.88,33.1,19.92,37.13,Corn,4410.01,181.45,,1475.39
02:25.0,Farm D,31.38,49.81,43.5,6.67,38.01,12.41,1.97,21.64,Wheat,4442.99,126.5,0.41,1153.38
02:25.0,Farm C,29.3,68.99,,5.58,10.08,,,,Wheat,2583.69,83.21,5.62,1193.5
02:25.0,,25.69,50.59,19.53,,,35,10.36,11.89,Corn,1943.81,4.09,7.76,967.68
02:25.0,Farm B,29.29,71.55,,6.82,35.72,44.47,12.4,,Soybeans,1156.86,,8.61,
02:25.0,Farm C,29.42,70.37,21.26,5.7,19.19,,37.31,,Corn,2277.27,94.27,,138.01
02:25.0,Farm A,22.57,81.73,45.06,5.28,23.3,38.12,22.28,,Rice,4438.17,156.52,2.93,1021.09
02:25.0,Farm D,23.95,31.17,12.82,7.89,11.6,15.41,10.7,21.96,Wheat,2429.12,,8.9,291.64
02:25.0,Farm C,32.59,53.62,33.75,7.08,10.8,,28.14,12.92,Corn,3646.83,16.07,,
02:25.0,Farm B,30.64,58.63,10.89,5.23,39.1,37.36,26.29,0.39,Soybeans,3759.33,9.11,1.18,441.69
02:25.0,Farm A,33.81,41.14,14.52,5.06,19.08,15.53,35.48,41.91,Rice,3410.96,119.98,1.39,176.04
02:25.0,Farm D,23.95,38.65,,7.5,29.13,41.42,,3.2,Rice,4515.12,177.02,9.49,1018.63
,Farm D,23.88,69.91,46.93,5.91,34.03,3.65,10.11,2.31,,4396.49,110.02,1.15,559.59
02:25.0,Farm D,,87.87,28.83,5.62,15.1,43.43,38.44,,Soybeans,1993,45.29,9.03,1974.65
02:25.0,,20.33,67.86,,5.48,10.33,21.6,3.73,2.28,Soybeans,2689.91,,4.99,1057.41
02:25.0,Farm A,,56.38,35.98,7.84,10.49,33.68,38.41,37.69,Rice,1636.65,198.57,1.43,406.28
02:25.0,Farm B,27.12,33.72,37.85,6.91,29.42,21.64,16.81,8.35,Rice,,11.75,8.14,1629.21
02:25.0,Farm D,15.47,51.17,20.97,6.62,14.01,0.55,14.2,9.42,Rice,2574.65,163.64,9.36,1950.71
02:25.0,,16.74,69.05,,,13.71,35.35,,,Soybeans,,68.94,1.75,260.7
02:25.0,Farm D,15.93,83.93,41.45,7.57,13.76,48.43,5.58,2.87,Rice,2814.14,80.42,1.42,187.82
,Farm B,26.2,78.82,9.67,6.47,35.28,46.17,,,Soybeans,1550.36,119.45,5.77,105.62
,Farm D,34.07,30.73,5.8,6.68,21.73,,26.89,46.73,,,111.21,4.47,1975.52
02:25.0,Farm C,34.65,33.05,8.67,5.95,15.69,30.92,29.42,10.79,Soybeans,4321.66,163.74,3.79,637.74
02:25.0,Farm B,30.82,,24.51,7.39,35.36,32.06,37.87,37.89,Soybeans,2951.49,169.9,0.03,1723.7
02:25.0,Farm A,25.07,,25.69,7.03,25.48,8.18,4.64,17.34,Wheat,2673.12,134.42,0.67,1703.51
02:25.0,Farm D,32.51,33.77,21.1,7.76,24.55,32,30.4,1.43,Corn,2195.73,156.64,6.33,1748.28
02:25.0,Farm D,32.84,57.32,10.6,5.15,,15.81,37.99,2.95,Corn,4832.21,26.55,1.53,399.35
02:25.0,Farm A,29.98,69.7,29.51,6.37,22.15,11.03,38.02,21.51,Soybeans,,91.41,,105.64
,Farm A,27.01,80.51,4.11,5.11,22.41,40.14,23.56,7.58,Wheat,3085.72,105.56,4.5,915.54
,Farm B,26.52,66.68,11.65,,24.73,44.82,,,Soybeans,1899.33,177.19,8.53,173.06
02:25.0,Farm A,19.13,52.78,25.07,5.06,22.96,38,6.04,32.19,Wheat,4312.58,175.86,3.42,1956.45
02:25.0,Farm D,23.91,33.11,4.86,7.92,21.59,48.96,24.51,45.33,Rice,4145.42,,6.36,942.98
02:25.0,Farm B,27.35,81.47,,6.91,30.03,7.47,16.01,27.7,Rice,3689.47,,3.75,1833.18
02:25.0,Farm D,34.17,75.27,11.04,6.95,14.16,7.31,,5.12,,1401.68,74.35,0.02,390.12
02:25.0,Farm A,28.09,52.7,28.9,7,15.65,22.05,30.48,49.43,Soybeans,1253.9,178.16,1.74,452.78
,Farm C,16.55,83.08,37.26,5.77,13.71,26.87,6.52,28.05,Corn,3182.21,175.23,2.17,
02:25.0,Farm B,23.81,86.81,2.94,6.14,18.63,15.59,13.59,47.74,Soybeans,1641.33,189.61,5.45,1645.17
02:25.0,Farm C,21.58,35.4,47.87,6.11,27.37,36.97,32.93,,,,48.79,,
02:25.0,Farm B,20.21,64.91,2.97,5.35,17.75,21.82,12.32,3.73,Wheat,4433.19,126.31,8.16,267.48
02:25.0,Farm A,18.46,78.2,8.73,5.63,15.63,,21.8,35.29,Rice,4862.57,129.38,4.1,1576.23
02:25.0,Farm B,19.1,62.83,27.55,5.07,18.59,5.54,2.55,2.75,Soybeans,2685.18,,1.71,1806.62
02:25.0,Farm D,16.36,80.25,24.38,6.33,36.09,,20.48,43,Rice,1605.39,143.84,8.29,158.35
02:25.0,Farm A,18.72,88.42,,7.64,15.61,,25.36,43.08,Wheat,1985.37,114.45,1.24,
02:25.0,,18.56,55.9,19.97,6.16,20.3,8.29,32.55,,Soybeans,2834.18,187.01,0.61,
,,22.05,,19.29,7.46,,,1.58,49.3,Soybeans,,72.22,4.8,1192.51
02:25.0,Farm A,15.54,72.25,23.2,7.08,30.63,26.49,25.99,19.41,Corn,3844.37,,9.64,
02:25.0,Farm D,27.56,69.99,39.27,5.46,26.34,32.67,15.66,45.93,Soybeans,3729.2,119.21,9.1,1525.34
02:25.0,Farm D,33.93,89.62,47.31,5.56,,45.86,16.34,36.73,Wheat,2524.32,108,,127.99
02:25.0,Farm D,19.89,54.77,5.25,7.26,33.68,25.87,31.1,46,Soybeans,3486.5,174.12,,
02:25.0,Farm D,25,67.82,,5.29,28.45,45.9,4.39,46.33,Rice,2862.3,32.51,1.6,1852.11
02:25.0,Farm D,33.66,,27.39,6.13,38.33,16.24,33.47,37.97,Rice,4458.02,191.21,0.65,546.18
02:25.0,Farm A,27.18,89.67,,6.59,21.19,40.57,,6.39,Corn,1610.14,88.79,2.77,845.37
02:25.0,Farm B,29.24,75.14,1.51,,13.09,40.2,22.55,13.93,Soybeans,2699.67,104.44,3.52,450.41
02:25.0,Farm C,33.75,,15.65,6.23,10.98,16.92,,21.15,Wheat,1681.72,168.25,5.93,1727.51
02:25.0,Farm B,28.86,55.59,45.03,7.09,10.46,8.34,16.4,41.94,Rice,2863.5,7.8,4.41,984.83
02:25.0,Farm B,30.27,63.61,23.44,7.05,35.05,2.64,7.35,2.97,Corn,1521.44,118.42,,602.17
02:25.0,Farm A,18.85,31.2,40.85,5.98,20.8,49.93,19.21,7.1,Soybeans,2267.39,28.24,0.25,847.26
,,31.22,30.1,4.14,7.72,11.51,29.93,21.57,44.68,Wheat,,69.1,4.75,375.05
02:25.0,Farm B,27.32,79.01,43.25,7.18,11.02,7.8,36.34,25.42,Corn,1828.59,148.53,,
02:25.0,Farm A,24.09,66.96,22.03,6.77,,45.23,36.36,25.51,Wheat,1962.59,23.44,,1973.28
02:25.0,Farm D,17.86,37.95,14.62,6.65,20.43,,10.04,37.55,Corn,1181.96,99.11,,1191.05
,Farm C,21.57,38.11,18.23,6.26,22.89,46.47,21.74,,Soybeans,3738.6,8.27,2.43,1349.73
02:25.0,,20.97,,35.19,7.75,17.08,26.94,16.85,25.02,Soybeans,1606.63,22.76,5.04,1201.24
02:25.0,Farm A,28.55,48.37,18.96,6.88,11.72,,35.47,17.75,Wheat,2908.67,193.21,9.23,
02:25.0,Farm C,33.47,33.48,27.97,5.48,36.42,37.43,,41.27,Soybeans,3588.49,98.92,0.97,1060.18
02:25.0,Farm B,,40.79,19.14,7.85,24.28,41.31,5,1.41,Corn,3631.49,30.95,0.05,1863.66
02:25.0,Farm D,19.86,47.67,42.4,5.14,38.73,21.55,,29.7,Wheat,1100.4,164.45,9.4,1282.28
02:25.0,Farm D,28.05,56.16,11.29,7.89,,36.53,20.56,30.41,Wheat,1897.71,147.16,3.35,1336.32
02:25.0,Farm C,17.68,47.67,10.27,6.17,,24.77,1.58,19.18,,4493.68,155.52,4.29,1396.47
02:25.0,,33,45.78,41.37,6.78,16.41,38.61,5.5,37.87,Corn,3174.26,11.91,7.74,835.76
02:25.0,Farm A,,44.69,41.19,,21.7,11.19,15.21,7.9,,2176.55,63.38,0.66,966.21
02:25.0,Farm D,19.1,48.1,,7.92,12.58,17.97,23.56,24.01,Corn,1220.6,30.03,8.34,1212.61
,,30.58,53.19,23.62,7.09,38.92,7.74,15.59,37.24,Rice,2873.77,137.72,4.4,1006.31
02:25.0,Farm A,,45.03,26.98,,31.01,,,41.53,Corn,3382.99,189.25,0.96,1986.8
02:25.0,,29.21,,14.18,6.81,25.78,1.11,29.28,38,Rice,1726.57,167,6.92,1815.03
02:25.0,Farm B,32.4,41.65,24.31,6.94,,13.86,13.8,43.35,Soybeans,4906.9,191.69,5.08,1138.88
,Farm D,23.96,72.53,20.84,7.98,,6.37,,,,1176.77,146.88,,816.27
,Farm D,33.07,68.58,11.41,7.34,,19.67,20.55,31.07,Wheat,,72.5,8.07,
02:25.0,Farm A,25.49,57.71,38.15,6.49,,35.07,7.47,47.8,Corn,4650.06,40.65,9.41,1228.76
02:25.0,Farm D,26.46,80.65,2.93,5.95,18.02,,11.62,31.46,,4296.02,198.3,1.94,513.88
02:25.0,Farm D,19.33,45.14,,,31.88,37.65,24.14,2.66,Rice,2940.29,32.15,4.2,1049.53
02:25.0,,28.64,,,,27.42,42.27,14.74,,Rice,2676.87,24.36,4.51,804.38
02:25.0,Farm D,33.17,,23.59,7.82,10.64,37.89,9.33,7.24,Soybeans,3781.62,28.49,1.36,148.63
02:25.0,,16.8,48.91,34.03,6.1,20.17,46.84,21.93,18.72,Rice,1617.1,49.33,4.88,556.79
02:25.0,Farm D,31.49,62.19,,7.67,37.19,10.39,31.54,,Wheat,3575.69,67.51,,951.56
02:25.0,Farm C,25.54,70.38,8.61,7.33,10.8,32.55,15.08,45.98,Corn,3667.99,164.15,3.56,1543.72
02:25.0,Farm A,31.45,,4.74,5.18,33.19,6.11,20.39,21.09,Rice,4533,49.94,5.31,566.22
02:25.0,Farm D,23.43,35.41,15.68,6.39,27.26,27.76,8.36,21.53,Rice,3209.81,115.48,1.74,340.29
,Farm B,21.34,41.42,49.18,7.7,34.07,20.02,36.99,48.44,Rice,2857.12,102.64,3.27,416
02:25.0,Farm B,16.13,69.33,43.48,5.66,,26.74,10.13,30.52,Wheat,4627.07,42.07,1,1774.07
02:25.0,Farm D,28.61,52.91,7.04,6.62,25.42,49.76,15.96,44.63,Corn,3770.54,133.57,7.04,
02:25.0,Farm D,16.24,88.4,21.39,6.3,38.81,7.12,18.54,38.98,Soybeans,2440.6,126.13,0.58,812.45
02:25.0,Farm A,,,0.09,7.7,19.81,17.77,18.03,15.87,Wheat,3699.92,131.9,2.27,1207.09
02:25.0,Farm D,19.44,63.71,8.24,6.48,,20.45,,26.81,Corn,1567.94,39.23,7.2,1948.44
02:25.0,Farm C,,88.38,43.21,6.92,33.51,43.52,0.66,28.72,Corn,3355.86,116.77,2.84,1499.85
